sample_id,media_type,edge_blending_score,facial_symmetry_deviation,lighting_inconsistency,ela_difference_mean,fft_high_freq_ratio,noise_pattern_residual,color_space_variance,temporal_jitter,blink_rate_anomaly,is_synthetic,synthetic_confidence,trust_score,risk_level,verdict
MED-10378,Image,0.6896,0.2227,0.1433,3.53,0.486,0.1552,0.146,0.0,0.0,0,0.1327,83,LOW,Authentic Content
MED-10379,Image,0.8234,0.0716,0.1443,0.0,0.6134,0.1098,0.0075,0.0,0.0,0,0.01,97,LOW,Authentic Content
MED-10380,Image,0.5137,0.1835,0.2124,0.0,0.4569,0.0781,0.1237,0.0,0.0,0,0.0551,89,LOW,Authentic Content
MED-10381,Video,0.3363,0.9799,0.8796,37.281,0.1414,0.8641,0.7009,0.3661,0.8629,1,0.8346,12,HIGH,Deepfake Detected
MED-10382,Image,0.4631,0.724,0.7549,34.58,0.19,0.8925,0.6258,0.0,0.0,1,0.8127,16,CRITICAL,Deepfake Detected
MED-10383,Video,0.7444,0.1996,0.0,12.345,0.6443,0.1225,0.2478,0.1264,0.113,0,0.01,99,LOW,Authentic Content
MED-10384,Video,0.9471,0.0999,0.193,12.428,0.2505,0.2149,0.1675,0.1256,0.1571,0,0.1241,87,LOW,Authentic Content
MED-10385,Video,0.2872,0.562,0.6102,60.091,0.2487,0.6097,0.6606,0.5444,0.7166,1,0.8942,8,CRITICAL,Deepfake Detected
MED-10386,Image,0.8107,0.0815,0.125,12.115,0.5216,0.1092,0.1912,0.0,0.0,0,0.1575,81,LOW,Authentic Content
MED-10387,Video,0.2951,0.6269,0.8106,18.965,0.0731,0.9917,0.5188,0.7513,0.9547,1,0.6186,35,CRITICAL,Deepfake Detected
MED-10388,Image,0.2902,0.5691,0.7111,21.089,0.186,0.8178,0.5765,0.0,0.0,1,0.9275,8,CRITICAL,Deepfake Detected
MED-10389,Video,0.7477,0.2052,0.1398,9.381,0.4686,0.1256,0.1026,0.0996,0.0913,0,0.0126,99,LOW,Authentic Content
MED-10390,Image,0.3852,0.2318,0.1044,12.459,0.4742,0.2103,0.3751,0.0,0.0,0,0.066,87,LOW,Authentic Content
MED-10391,Image,0.9044,0.1806,0.2844,9.319,0.3468,0.1612,0.2389,0.0,0.0,0,0.0605,99,LOW,Authentic Content
MED-10392,Image,0.109,0.6857,0.7457,33.527,0.2486,0.6742,0.5913,0.0,0.0,1,0.7452,22,CRITICAL,Deepfake Detected
MED-10393,Image,0.4907,0.1639,0.0954,9.868,0.7259,0.1141,0.2262,0.0,0.0,0,0.1371,83,LOW,Authentic Content
MED-10394,Image,0.2617,0.6633,0.6104,46.984,0.3468,0.4887,0.5392,0.0,0.0,1,0.8732,11,CRITICAL,Deepfake Detected
MED-10395,Image,0.2435,0.4186,0.9682,23.838,0.2658,0.812,0.3782,0.0,0.0,1,0.8204,23,HIGH,Deepfake Detected
MED-10396,Video,0.7346,0.149,0.1807,3.025,0.4615,0.0338,0.2555,0.1358,0.0162,0,0.16,93,LOW,Authentic Content
MED-10397,Image,0.2023,0.61,0.7704,32.516,0.1039,0.5953,0.4592,0.0,0.0,1,0.8548,11,CRITICAL,Deepfake Detected
MED-10398,Image,0.8896,0.1365,0.0737,8.307,0.6615,0.2402,0.2228,0.0,0.0,0,0.0884,88,LOW,Authentic Content
MED-10399,Video,0.7584,0.199,0.1268,7.938,0.2777,0.1529,0.3881,0.0724,0.1424,0,0.1311,92,LOW,Authentic Content
MED-10400,Image,0.1448,0.7397,0.7706,42.338,0.1626,0.7115,0.5458,0.0,0.0,1,0.9142,6,CRITICAL,Deepfake Detected
MED-10401,Image,0.8939,0.0,0.1922,8.016,0.5026,0.1226,0.2818,0.0,0.0,0,0.0686,90,LOW,Authentic Content
MED-10402,Video,0.2943,0.7584,0.4723,42.901,0.1493,0.6824,0.5779,0.4442,0.6932,1,0.7267,22,HIGH,Deepfake Detected
MED-10403,Image,0.8575,0.2183,0.0086,9.101,0.4496,0.1088,0.1416,0.0,0.0,0,0.1985,73,LOW,Authentic Content
MED-10404,Image,0.5359,0.5546,0.5225,42.869,0.0052,0.6938,0.6819,0.0,0.0,1,0.7225,27,CRITICAL,Deepfake Detected
MED-10405,Image,0.3417,0.4252,0.7616,40.174,0.1572,0.633,0.9518,0.0,0.0,1,0.8242,19,HIGH,Deepfake Detected
MED-10406,Image,0.9854,0.1211,0.0638,9.35,0.5551,0.1604,0.1375,0.0,0.0,0,0.0956,86,LOW,Authentic Content
MED-10407,Image,0.8849,0.1641,0.3451,10.294,0.4421,0.1032,0.3489,0.0,0.0,0,0.0232,90,LOW,Authentic Content
MED-10408,Image,0.9129,0.2156,0.2405,14.397,0.3138,0.0478,0.253,0.0,0.0,0,0.0137,92,LOW,Authentic Content
MED-10409,Image,0.5576,0.0705,0.0999,10.397,0.4112,0.2143,0.1279,0.0,0.0,0,0.01,95,LOW,Authentic Content
MED-10410,Video,0.7995,0.0065,0.1657,8.962,0.43,0.0644,0.2268,0.0552,0.0384,0,0.1537,86,LOW,Authentic Content
MED-10411,Video,0.9918,0.2614,0.2683,9.162,0.3531,0.0911,0.1886,0.0155,0.1628,0,0.0663,87,LOW,Authentic Content
MED-10412,Video,0.8914,0.2365,0.0,9.295,0.771,0.1179,0.0408,0.0663,0.109,0,0.0141,88,LOW,Authentic Content
MED-10413,Image,0.1434,0.7409,0.4887,26.018,0.2671,0.6835,0.5322,0.0,0.0,1,0.8986,16,CRITICAL,Deepfake Detected
MED-10414,Image,0.7993,0.1986,0.2405,8.783,0.6617,0.1442,0.1227,0.0,0.0,0,0.0322,97,LOW,Authentic Content
MED-10415,Video,0.0113,0.9488,0.5351,47.757,0.1801,0.4029,0.6391,0.77,0.6098,1,0.9666,5,CRITICAL,Deepfake Detected
MED-10416,Image,0.8393,0.2148,0.2031,8.612,0.7281,0.0615,0.3767,0.0,0.0,0,0.0443,90,LOW,Authentic Content
MED-10417,Image,0.15,0.8636,0.7204,60.209,0.1713,0.5895,0.4402,0.0,0.0,1,0.864,21,CRITICAL,Deepfake Detected
MED-10418,Video,0.3067,0.5245,0.9427,31.67,0.1162,0.6565,0.6322,0.5491,0.7807,1,0.8806,16,HIGH,Deepfake Detected
MED-10419,Image,0.4697,0.0526,0.0451,12.202,0.4403,0.0584,0.0852,0.0,0.0,0,0.0452,87,LOW,Authentic Content
MED-10420,Video,0.1462,0.8441,0.7393,61.979,0.2433,0.6989,0.6886,0.5958,0.6887,1,0.99,5,CRITICAL,Deepfake Detected
MED-10421,Video,0.7869,0.1168,0.0329,6.713,0.5803,0.0666,0.0859,0.1035,0.1718,0,0.01,99,LOW,Authentic Content
MED-10422,Video,0.3784,0.6964,0.7203,56.894,0.0724,0.5122,0.7453,0.8036,0.6455,1,0.9354,11,CRITICAL,Deepfake Detected
MED-10423,Image,0.2454,0.7884,0.5929,38.029,0.2409,0.7822,0.445,0.0,0.0,1,0.7406,28,CRITICAL,Deepfake Detected
MED-10424,Video,0.0983,0.8754,0.5329,54.54,0.3039,0.7012,0.7266,0.6441,0.6857,1,0.8167,14,HIGH,Deepfake Detected
MED-10425,Image,0.1967,0.6739,0.7758,41.445,0.2363,0.6304,0.7776,0.0,0.0,1,0.99,5,HIGH,Deepfake Detected
MED-10426,Image,0.1286,0.5703,0.5947,51.254,0.367,0.5123,0.6441,0.0,0.0,1,0.7773,17,HIGH,Deepfake Detected
MED-10427,Image,0.2282,0.5545,0.7847,23.709,0.1637,0.5264,0.694,0.0,0.0,1,0.9772,5,CRITICAL,Deepfake Detected
MED-10428,Video,0.8085,0.2168,0.2781,6.201,0.5253,0.1773,0.1613,0.0977,0.119,0,0.121,90,LOW,Authentic Content
MED-10429,Image,0.8061,0.0354,0.1104,5.152,0.607,0.1469,0.1873,0.0,0.0,0,0.0249,97,LOW,Authentic Content
MED-10430,Video,0.9286,0.2212,0.3221,6.059,0.6563,0.1108,0.187,0.1219,0.067,0,0.0879,89,LOW,Authentic Content
MED-10431,Video,0.3191,0.0749,0.2668,7.131,0.3125,0.2372,0.1951,0.0626,0.145,0,0.15,84,LOW,Authentic Content
MED-10432,Image,0.7389,0.2036,0.0,7.677,0.3483,0.0914,0.1761,0.0,0.0,0,0.0585,91,LOW,Authentic Content
MED-10433,Image,0.6583,0.2279,0.0754,13.737,0.4721,0.1278,0.1949,0.0,0.0,0,0.0404,99,LOW,Authentic Content
MED-10434,Video,0.9469,0.0758,0.1811,4.012,0.4881,0.2022,0.2959,0.0984,0.1148,0,0.1928,82,LOW,Authentic Content
MED-10435,Image,0.2157,0.8727,0.689,50.132,0.1295,0.6584,0.4893,0.0,0.0,1,0.886,20,HIGH,Deepfake Detected
MED-10436,Image,0.1276,0.7547,0.7907,55.376,0.082,0.5156,0.5833,0.0,0.0,1,0.7444,23,CRITICAL,Deepfake Detected
MED-10437,Video,0.6063,0.0622,0.3075,10.906,0.5011,0.1385,0.152,0.107,0.1244,0,0.1381,90,LOW,Authentic Content
MED-10438,Image,0.8903,0.1191,0.1437,8.496,0.6292,0.109,0.1033,0.0,0.0,0,0.0834,92,LOW,Authentic Content
MED-10439,Video,0.2058,0.5268,0.9228,34.719,0.1607,0.8847,0.6407,0.6985,0.5214,1,0.9179,5,HIGH,Deepfake Detected
MED-10440,Image,0.601,0.2402,0.1913,10.923,0.6762,0.0785,0.2689,0.0,0.0,0,0.0152,99,LOW,Authentic Content
MED-10441,Video,0.369,0.1077,0.1795,11.615,0.5684,0.1474,0.0859,0.0764,0.1918,0,0.0593,94,LOW,Authentic Content
MED-10442,Image,0.0716,0.6367,0.6808,32.608,0.1478,0.7988,0.5282,0.0,0.0,1,0.99,5,HIGH,Deepfake Detected
MED-10443,Video,0.3626,0.5248,1.0,26.044,0.0717,0.7675,0.3307,0.5777,1.0,1,0.6955,38,CRITICAL,Deepfake Detected
MED-10444,Video,0.0962,0.9481,0.4429,36.722,0.1506,0.5764,0.6177,0.498,0.7594,1,0.8641,12,CRITICAL,Deepfake Detected
MED-10445,Video,0.4097,0.4794,0.6479,36.982,0.2152,0.8529,0.5771,0.364,0.8264,1,0.9255,5,CRITICAL,Deepfake Detected
MED-10446,Video,0.8563,0.0472,0.1009,9.238,0.3651,0.1754,0.259,0.0647,0.1416,0,0.085,97,LOW,Authentic Content
MED-10447,Image,0.9331,0.1765,0.2669,12.951,0.5792,0.1117,0.1814,0.0,0.0,0,0.1129,89,LOW,Authentic Content
MED-10448,Image,0.1312,0.8829,0.6547,30.956,0.0,0.4129,0.4193,0.0,0.0,1,0.8635,12,CRITICAL,Deepfake Detected
MED-10449,Video,0.5653,0.0721,0.1096,6.661,0.4485,0.122,0.2589,0.1451,0.1004,0,0.01,94,LOW,Authentic Content
MED-10450,Image,0.9404,0.2026,0.1675,13.494,0.3842,0.0862,0.1704,0.0,0.0,0,0.0708,91,LOW,Authentic Content
MED-10451,Image,0.3802,0.0591,0.0869,10.346,0.5663,0.1029,0.2603,0.0,0.0,0,0.01,99,LOW,Authentic Content
MED-10452,Image,0.6128,0.0818,0.1972,14.573,0.5718,0.1524,0.2978,0.0,0.0,0,0.1084,86,LOW,Authentic Content
MED-10453,Image,0.0688,0.7998,0.7446,23.276,0.3229,0.5834,0.6524,0.0,0.0,1,0.8549,15,CRITICAL,Deepfake Detected
MED-10454,Image,0.4306,0.0891,0.1525,8.709,0.4356,0.2215,0.2115,0.0,0.0,0,0.01,99,LOW,Authentic Content
MED-10455,Image,0.6217,0.1229,0.1763,8.269,0.4237,0.1547,0.2368,0.0,0.0,0,0.1724,87,LOW,Authentic Content
MED-10456,Video,0.5853,0.1087,0.0879,9.18,0.1991,0.0149,0.1858,0.1041,0.0978,0,0.01,95,LOW,Authentic Content
MED-10457,Video,0.1562,0.6379,0.5236,37.202,0.269,0.7596,0.7482,0.5655,0.9019,1,0.8307,24,CRITICAL,Deepfake Detected
MED-10458,Image,0.2664,0.7555,0.7151,47.246,0.2274,0.6444,0.5187,0.0,0.0,1,0.9543,6,HIGH,Deepfake Detected
MED-10459,Image,0.2175,0.6368,0.7543,35.261,0.0565,0.9051,0.5924,0.0,0.0,1,0.99,5,CRITICAL,Deepfake Detected
MED-10460,Image,0.7987,0.0587,0.1451,9.605,0.3457,0.1513,0.0,0.0,0.0,0,0.1095,85,LOW,Authentic Content
MED-10461,Image,0.2906,0.7107,0.6094,49.516,0.235,0.7657,0.7774,0.0,0.0,1,0.9626,5,CRITICAL,Deepfake Detected
MED-10462,Video,0.2078,0.3232,0.747,42.885,0.1769,0.5453,0.3341,0.6872,0.9183,1,0.7909,23,CRITICAL,Deepfake Detected
MED-10463,Image,0.768,0.1279,0.1495,5.85,0.5362,0.1011,0.0724,0.0,0.0,0,0.0821,91,LOW,Authentic Content
MED-10464,Image,0.9246,0.1998,0.3429,10.506,0.6502,0.1408,0.1452,0.0,0.0,0,0.1191,87,LOW,Authentic Content
MED-10465,Video,0.8188,0.1278,0.2236,6.779,0.3294,0.0076,0.2148,0.0776,0.0163,0,0.0864,90,LOW,Authentic Content
MED-10466,Image,0.3009,0.7016,0.7081,40.393,0.2047,0.6071,0.6009,0.0,0.0,1,0.6926,31,HIGH,Deepfake Detected
MED-10467,Image,0.3332,0.6824,0.7401,32.309,0.106,0.3691,0.4966,0.0,0.0,1,0.8973,6,HIGH,Deepfake Detected
MED-10468,Video,0.1505,0.5123,0.8829,37.532,0.244,0.6239,0.7223,0.4113,0.6617,1,0.9716,5,HIGH,Deepfake Detected
MED-10469,Video,0.6685,0.2647,0.2056,1.328,0.5753,0.1829,0.1935,0.1872,0.1716,0,0.1141,92,LOW,Authentic Content
MED-10470,Image,0.5494,0.0664,0.3406,14.085,0.4139,0.1288,0.1456,0.0,0.0,0,0.1169,90,LOW,Authentic Content
MED-10471,Video,0.7858,0.0132,0.1446,2.712,0.3409,0.0599,0.1262,0.0523,0.1511,0,0.0496,94,LOW,Authentic Content
MED-10472,Video,0.6984,0.1777,0.2243,15.425,0.539,0.1692,0.1844,0.1149,0.22,0,0.01,99,LOW,Authentic Content
MED-10473,Video,0.5294,0.3474,0.5565,25.337,0.2458,0.7895,0.6189,0.7683,0.6754,1,0.9702,5,HIGH,Deepfake Detected
MED-10474,Image,0.1355,0.4368,0.6223,44.951,0.2242,1.0,0.4711,0.0,0.0,1,0.9668,5,CRITICAL,Deepfake Detected
MED-10475,Image,0.2591,0.0772,0.2426,6.885,0.3634,0.1465,0.0853,0.0,0.0,0,0.0298,88,LOW,Authentic Content
MED-10476,Image,0.066,0.9788,0.9767,28.085,0.2246,0.7699,0.5083,0.0,0.0,1,0.7004,29,HIGH,Deepfake Detected
MED-10477,Image,0.5463,0.1112,0.2215,2.502,0.6472,0.0167,0.2639,0.0,0.0,0,0.0751,92,LOW,Authentic Content
MED-10478,Image,0.5152,0.1855,0.1891,5.425,0.8153,0.1644,0.2102,0.0,0.0,0,0.0492,98,LOW,Authentic Content
MED-10479,Image,0.8628,0.218,0.2359,11.61,0.3701,0.1769,0.1857,0.0,0.0,0,0.0853,96,LOW,Authentic Content
MED-10480,Video,0.0336,0.8286,0.6777,30.496,0.3045,0.5535,0.4367,0.4701,0.6168,1,0.7639,27,CRITICAL,Deepfake Detected
MED-10481,Video,0.7409,0.0319,0.3425,5.984,0.5084,0.1807,0.4823,0.0378,0.147,0,0.0375,94,LOW,Authentic Content
MED-10482,Video,0.2098,0.822,0.7277,43.569,0.1427,0.5912,0.6145,0.4105,0.6463,1,0.764,19,CRITICAL,Deepfake Detected
MED-10483,Video,0.8945,0.1155,0.2526,10.989,0.7486,0.0903,0.0,0.0795,0.1338,0,0.1229,88,LOW,Authentic Content
MED-10484,Image,0.4771,0.0636,0.1818,13.762,0.5031,0.1119,0.0643,0.0,0.0,0,0.0628,98,LOW,Authentic Content
MED-10485,Image,0.2163,0.8738,0.5402,46.634,0.3117,0.8113,0.3559,0.0,0.0,1,0.7862,20,CRITICAL,Deepfake Detected
MED-10486,Image,0.6376,0.0328,0.1198,4.707,0.3095,0.1257,0.3445,0.0,0.0,0,0.24,76,LOW,Authentic Content
MED-10487,Image,0.3636,0.7093,0.7952,31.558,0.1738,0.6407,0.6792,0.0,0.0,1,0.7434,25,HIGH,Deepfake Detected
MED-10488,Image,0.4594,0.0926,0.3338,14.987,0.6223,0.1592,0.1812,0.0,0.0,0,0.1035,86,LOW,Authentic Content
MED-10489,Video,0.8968,0.11,0.1745,11.684,0.4506,0.1868,0.2751,0.0464,0.1874,0,0.063,91,LOW,Authentic Content
MED-10490,Video,0.1905,0.5673,0.7395,36.574,0.2222,0.6584,0.5892,0.7267,0.9128,1,0.99,7,CRITICAL,Deepfake Detected
MED-10491,Video,0.2876,0.6747,0.6004,53.986,0.1844,0.9778,0.3849,0.5198,0.7049,1,0.9637,5,HIGH,Deepfake Detected
MED-10492,Image,0.2023,0.8369,0.9443,30.133,0.1994,0.6111,0.6837,0.0,0.0,1,0.8111,9,HIGH,Deepfake Detected
MED-10493,Video,0.3768,0.7491,0.5069,48.076,0.1356,0.6519,0.5689,0.3911,0.527,1,0.9468,7,CRITICAL,Deepfake Detected
MED-10494,Image,0.0042,0.8276,0.9621,44.329,0.3087,0.4015,0.6599,0.0,0.0,1,0.8368,12,CRITICAL,Deepfake Detected
MED-10495,Video,0.4467,0.2141,0.3654,10.156,0.5012,0.1406,0.2995,0.061,0.0809,0,0.0615,85,LOW,Authentic Content
MED-10496,Image,0.655,0.0332,0.2872,10.563,0.3141,0.2826,0.1949,0.0,0.0,0,0.0274,91,LOW,Authentic Content
MED-10497,Image,0.7739,0.1582,0.1532,10.416,0.4735,0.0039,0.1881,0.0,0.0,0,0.01,99,LOW,Authentic Content
MED-10498,Image,0.5201,0.943,0.6689,28.414,0.235,0.5803,0.479,0.0,0.0,1,0.8022,19,HIGH,Deepfake Detected
MED-10499,Video,0.41,0.7886,0.4718,29.917,0.1245,0.7158,0.6433,0.6382,0.3282,1,0.6848,30,CRITICAL,Deepfake Detected
MED-10500,Image,0.7318,0.2593,0.1136,10.603,0.6089,0.0674,0.2528,0.0,0.0,0,0.0569,86,LOW,Authentic Content
MED-10501,Video,0.7634,0.1938,0.0594,5.602,0.5061,0.2339,0.1909,0.1543,0.1223,0,0.051,93,LOW,Authentic Content
MED-10502,Image,0.387,0.6178,0.6186,42.273,0.1513,0.7668,0.4683,0.0,0.0,1,0.8543,18,CRITICAL,Deepfake Detected
MED-10503,Image,0.4203,0.1159,0.2205,7.835,0.7331,0.0312,0.2112,0.0,0.0,0,0.0839,94,LOW,Authentic Content
MED-10504,Image,0.0633,0.7764,1.0,33.967,0.0767,0.5849,0.5817,0.0,0.0,1,0.9064,5,CRITICAL,Deepfake Detected
MED-10505,Image,0.7091,0.3994,0.0644,8.147,0.7167,0.1847,0.2647,0.0,0.0,0,0.0683,98,LOW,Authentic Content
MED-10506,Video,0.8442,0.1722,0.0903,4.935,0.4974,0.0988,0.1503,0.0653,0.1375,0,0.1627,83,LOW,Authentic Content
MED-10507,Image,0.6149,0.2273,0.2193,9.604,0.5494,0.095,0.2067,0.0,0.0,0,0.0929,93,LOW,Authentic Content
MED-10508,Image,0.5062,0.151,0.255,8.792,0.481,0.116,0.2347,0.0,0.0,0,0.01,99,LOW,Authentic Content
MED-10509,Video,0.8132,0.1319,0.1643,14.2,0.7224,0.1002,0.1935,0.0989,0.1195,0,0.0232,93,LOW,Authentic Content
MED-10510,Video,0.3258,0.6777,0.5256,35.743,0.1675,0.6395,0.4209,0.7467,0.8543,1,0.7756,19,HIGH,Deepfake Detected
MED-10511,Image,0.0843,0.691,0.573,26.832,0.144,0.529,0.6069,0.0,0.0,1,0.6553,41,CRITICAL,Deepfake Detected
MED-10512,Image,0.6022,0.1406,0.2432,13.347,0.4763,0.1929,0.2053,0.0,0.0,0,0.01,99,LOW,Authentic Content
MED-10513,Video,0.5154,0.7252,0.682,32.933,0.2769,0.6472,0.7809,0.6263,0.6381,1,0.7899,18,CRITICAL,Deepfake Detected
MED-10514,Image,0.5397,0.0,0.1347,12.326,0.6773,0.1718,0.2245,0.0,0.0,0,0.0661,88,LOW,Authentic Content
MED-10515,Video,0.9218,0.0612,0.2734,10.875,0.7274,0.0918,0.0971,0.0747,0.1325,0,0.0835,90,LOW,Authentic Content
MED-10516,Image,0.0318,0.8152,0.6762,28.948,0.1601,0.7003,0.5421,0.0,0.0,1,0.8814,12,CRITICAL,Deepfake Detected
MED-10517,Image,0.4975,0.4046,0.7995,45.643,0.2926,0.7152,0.6779,0.0,0.0,1,0.7441,23,CRITICAL,Deepfake Detected
MED-10518,Image,0.7411,0.0,0.1596,9.6,0.7947,0.0142,0.2626,0.0,0.0,0,0.0253,97,LOW,Authentic Content
MED-10519,Image,0.1638,0.415,0.6743,24.449,0.1962,0.4009,0.5848,0.0,0.0,1,0.7077,35,HIGH,Deepfake Detected
MED-10520,Image,0.9536,0.2005,0.2527,8.316,0.785,0.1984,0.2453,0.0,0.0,0,0.0726,89,LOW,Authentic Content
MED-10521,Image,0.4082,0.7513,0.5769,25.819,0.2638,0.4987,0.4815,0.0,0.0,1,0.9038,6,HIGH,Deepfake Detected
MED-10522,Image,0.8112,0.2445,0.37,5.188,0.4812,0.098,0.1663,0.0,0.0,0,0.1173,92,LOW,Authentic Content
MED-10523,Image,0.1197,0.6715,0.4056,40.845,0.3335,0.5935,0.5529,0.0,0.0,1,0.8796,10,CRITICAL,Deepfake Detected
MED-10524,Image,0.6565,0.1869,0.182,0.229,0.5052,0.0976,0.2394,0.0,0.0,0,0.0156,96,LOW,Authentic Content
MED-10525,Video,0.1575,0.1597,0.1634,10.475,0.4155,0.1154,0.0775,0.1394,0.1296,0,0.01,95,LOW,Authentic Content
MED-10526,Video,0.1364,0.6429,0.4928,27.045,0.2289,0.6746,0.5146,0.6596,0.8466,1,0.8402,21,HIGH,Deepfake Detected
MED-10527,Image,0.9019,0.1797,0.1412,0.78,0.4317,0.1013,0.2488,0.0,0.0,0,0.0776,95,LOW,Authentic Content
MED-10528,Video,0.2603,0.687,0.7679,61.507,0.058,0.4653,0.6826,0.6676,0.8971,1,0.8485,14,CRITICAL,Deepfake Detected
MED-10529,Video,0.6739,0.0123,0.1338,9.91,0.3118,0.0526,0.2041,0.1735,0.1427,0,0.0446,89,LOW,Authentic Content
MED-10530,Image,0.8036,0.0357,0.125,9.971,0.535,0.0978,0.2515,0.0,0.0,0,0.1137,82,LOW,Authentic Content
MED-10531,Video,0.1961,0.7055,0.685,22.459,0.1661,0.5417,0.4991,0.8781,0.8427,1,0.6807,31,CRITICAL,Deepfake Detected
MED-10532,Video,0.8969,0.2267,0.1462,8.029,0.5483,0.0,0.1354,0.0804,0.2103,0,0.0152,99,LOW,Authentic Content
MED-10533,Image,0.4927,0.58,1.0,48.633,0.2681,0.7287,0.3872,0.0,0.0,1,0.8895,14,HIGH,Deepfake Detected
MED-10534,Image,0.1698,0.6258,0.8045,39.793,0.1811,0.527,0.5921,0.0,0.0,1,0.6432,40,HIGH,Deepfake Detected
MED-10535,Image,0.2152,0.4533,0.7111,44.293,0.2667,0.5966,0.7624,0.0,0.0,1,0.6364,37,HIGH,Deepfake Detected
MED-10536,Video,0.3774,0.7763,0.4329,30.312,0.0735,0.6875,0.5294,0.7327,0.6837,1,0.6954,26,CRITICAL,Deepfake Detected
MED-10537,Video,0.4225,0.1247,0.135,10.101,0.4919,0.1082,0.2328,0.0702,0.2096,0,0.0704,95,LOW,Authentic Content
MED-10538,Image,0.5624,0.8131,0.628,50.435,0.1191,0.602,0.7691,0.0,0.0,1,0.8452,10,HIGH,Deepfake Detected
MED-10539,Image,0.139,0.73,0.7969,30.58,0.0986,0.5691,0.7434,0.0,0.0,1,0.8136,19,CRITICAL,Deepfake Detected
MED-10540,Video,0.5511,0.0809,0.3188,9.052,0.4715,0.1201,0.2094,0.0164,0.2826,0,0.1112,89,LOW,Authentic Content
MED-10541,Video,0.8523,0.1275,0.3077,9.227,0.6076,0.2035,0.2018,0.1158,0.1686,0,0.0365,96,LOW,Authentic Content
MED-10542,Image,0.1638,0.4698,0.5764,45.787,0.2974,0.6452,0.8919,0.0,0.0,1,0.6776,27,CRITICAL,Deepfake Detected
MED-10543,Image,0.1627,0.836,0.5774,35.767,0.1048,0.5882,0.7018,0.0,0.0,1,0.8608,26,CRITICAL,Deepfake Detected
MED-10544,Image,0.3588,0.3936,0.8164,40.825,0.1647,0.7704,0.5845,0.0,0.0,1,0.9107,13,HIGH,Deepfake Detected
MED-10545,Image,0.9611,0.0863,0.1973,7.638,0.4534,0.1457,0.3378,0.0,0.0,0,0.1784,74,LOW,Authentic Content
MED-10546,Video,0.8339,0.1037,0.0993,6.63,0.5481,0.1559,0.2683,0.0753,0.137,0,0.1378,90,LOW,Authentic Content
MED-10547,Image,0.2359,0.651,0.8242,46.203,0.1584,0.6848,0.481,0.0,0.0,1,0.9203,7,HIGH,Deepfake Detected
MED-10548,Image,0.697,0.2017,0.388,7.788,0.4152,0.1068,0.1744,0.0,0.0,0,0.0759,88,LOW,Authentic Content
MED-10549,Video,0.0579,0.6931,0.4739,45.574,0.0,0.4853,0.769,0.4964,0.6233,1,0.9774,5,CRITICAL,Deepfake Detected
MED-10550,Image,0.2818,1.0,0.6704,31.39,0.2062,0.5569,0.6279,0.0,0.0,1,0.718,27,CRITICAL,Deepfake Detected
MED-10551,Video,0.0435,0.3958,0.8081,36.009,0.2857,0.5969,0.3389,0.5862,0.7239,1,0.8368,19,HIGH,Deepfake Detected
MED-10552,Image,0.9217,0.1568,0.1549,10.905,0.614,0.1401,0.2452,0.0,0.0,0,0.0673,95,LOW,Authentic Content
MED-10553,Image,0.2234,0.5766,0.7855,54.227,0.2737,0.4489,0.7347,0.0,0.0,1,0.8182,21,CRITICAL,Deepfake Detected
MED-10554,Video,0.8137,0.0432,0.2335,11.384,0.5092,0.1614,0.0003,0.0,0.0493,0,0.0889,97,LOW,Authentic Content
MED-10555,Image,0.8414,0.2552,0.2805,8.282,0.7185,0.1505,0.2923,0.0,0.0,0,0.0284,94,LOW,Authentic Content
MED-10556,Image,0.7326,0.1088,0.1797,13.467,0.6138,0.2095,0.1614,0.0,0.0,0,0.0373,93,LOW,Authentic Content
MED-10557,Image,0.7526,0.0745,0.2525,8.842,0.5254,0.1958,0.1192,0.0,0.0,0,0.0363,92,LOW,Authentic Content
MED-10558,Image,0.2085,0.543,0.7175,28.918,0.1977,0.7235,0.5447,0.0,0.0,1,0.8138,19,CRITICAL,Deepfake Detected
MED-10559,Video,0.4307,1.0,0.8416,61.634,0.1413,0.6588,0.676,0.6096,0.9466,1,0.7152,28,CRITICAL,Deepfake Detected
MED-10560,Image,0.5285,0.5379,0.6672,54.638,0.1214,0.5316,0.8345,0.0,0.0,1,0.9478,8,CRITICAL,Deepfake Detected
MED-10561,Image,0.7769,0.02,0.1875,6.748,0.7002,0.2047,0.2628,0.0,0.0,0,0.0604,99,LOW,Authentic Content
MED-10562,Image,0.4532,0.1338,0.1635,3.153,0.6335,0.1772,0.2631,0.0,0.0,0,0.0422,92,LOW,Authentic Content
MED-10563,Image,0.1592,0.5993,0.7853,39.449,0.1569,0.6793,0.461,0.0,0.0,1,0.8605,14,CRITICAL,Deepfake Detected
MED-10564,Image,0.8649,0.2948,0.2159,6.109,0.588,0.1254,0.0626,0.0,0.0,0,0.1318,85,LOW,Authentic Content
MED-10565,Video,0.8119,0.1782,0.0246,7.755,0.3419,0.0514,0.1287,0.133,0.1112,0,0.0819,91,LOW,Authentic Content
MED-10566,Video,0.3127,0.6745,0.6382,19.108,0.1105,0.3033,0.4707,0.6843,0.6924,1,0.99,5,CRITICAL,Deepfake Detected
MED-10567,Image,0.8274,0.0789,0.1656,4.65,0.5607,0.1061,0.2008,0.0,0.0,0,0.1484,80,LOW,Authentic Content
